,id,name,popularity,URI,artist id,artist name,artist image URL,album id,album name,full_name,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,modality,speechiness,tempo,valence,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Cluster
10,7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,95,spotify:track:7ro0hRteUMfnOioTFI5TG1,['4q3ewBCX7sLwd24euuV69X'],['Bad Bunny'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,5gCcb5fsSb6w5K8SyJrgtB,WHERE SHE GOES,"WHERE SHE GOES, by : Bad Bunny",0.143,0.652,231704,0.8,0.629,9,0.112,-4.019,0,0.0614,143.978,0.234,-0.2957450847770375,0.25543130600388836,3.499081714855634,1.681818052156364,0.9817390733485603,-2.11470127740122,3.921209560424317,1.1712513502086512,1
11,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a Liar Pt. 2,95,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"['78rUTD7y6Cy67W1RVzYs7t', '3LZZPxNDGDFVSIPqf4JuEf']","['PinkPantheress', 'Ice Spice']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,6cVfHBcp3AdpYY0bBglkLN,Boy's a liar Pt. 2,"Boy's a Liar Pt. 2, by : PinkPantheress, Ice Spice",0.252,0.696,131013,0.809,0.000128,5,0.248,-8.254,1,0.05,132.962,0.857,-0.6837142847222697,1.6236997182994528,-0.26568356242567437,1.097185250420067,-1.6687578591092875,-0.21243392915980322,0.11670443544137249,-0.7537063865508219,4
12,1haJsMtoBhHfvuM7XWuT3W,El Azul,95,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"['7Gi6gjaWy3DxyilpF1a8Is', '12GqGscKJx3aE4t07u7eVZ']","['Junior H', 'Peso Pluma']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,2szyIt0ulaHnKxxyrlUCDB,El Azul,"El Azul, by : Junior H, Peso Pluma",0.226,0.558,187226,0.648,7.76e-06,9,0.0986,-7.081,0,0.055,143.876,0.844,-0.3506815152233952,0.6070026047685362,-0.03497026426460241,0.012688538854917553,-0.5061683865651666,-2.1474720123400473,0.02792992377776521,-1.2361236630464498,4
13,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",94,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,"['716NhGYqD1jl2wI1Qkgq36', '0EmeFodog0BfCgMzAIvKQp']","['Bizarrap', 'Shakira']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,1gi2iwr1l8IUyHYHxi01pg,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53, by : Bizarrap, Shakira",0.274,0.778,218289,0.632,0.0,2,0.0915,-5.6,0,0.0493,122.104,0.498,-0.09852337090798965,0.5135924608620142,-0.9277793600882224,-0.5106932034105829,-0.05440408858798185,-0.5620245508647239,0.19737119716345286,-0.9261988402218952,4
14,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,93,spotify:track:7oDd86yk8itslrA9HRP2ki,"['1Xyo4u8uXC1ZmMpatF05PJ', '66CXWjxzNUsdJxJ2JdwvnR']","['The Weeknd', 'Ariana Grande']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,6Exo0MYoL3XammoTDeihFy,Die For You (Remix),"Die For You - Remix, by : The Weeknd, Ariana Grande",0.232,0.531,232857,0.525,0.0,1,0.441,-6.5,0,0.0671,66.9,0.502,0.74568605525606,-0.3463158370531699,0.7684981936262989,-1.1731508147382348,-1.6841442379371863,1.5632416321366616,0.10648458191361534,-1.1751795398531901,5
15,1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,93,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,['49aaHxvAJ0tCh0F15OnwIl'],['Loreen'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,0LRTS7FyYLppkDLOZT02Xp,Tattoo,"Tattoo, by : Loreen",0.243,0.545,183375,0.779,1.66e-06,3,0.123,-6.235,0,0.0751,150.002,0.303,-0.06767995239998992,-0.3235793422256121,0.19118481084222194,0.7032212793706338,0.10289950484125332,-0.6507591349238121,-0.4978326994898532,-1.4973940947456421,6
16,3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,93,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,['1oSPZhvZMIrWW5I41kPkkY'],['Jimin'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,4xc3Lc9yASZgEJGH7acWMB,FACE,"Like Crazy, by : Jimin",0.0025,0.629,212241,0.733,0.0,7,0.357,-5.445,1,0.0419,120.001,0.362,-0.5322466399925097,-0.6704752022230294,0.7583023188972049,0.6942450346644842,-1.672599213091762,0.09393535967485156,-0.5777962983229177,0.5890056987813201,6
17,0PB0O24JqAuNdOAFVJljMS,Coco Chanel,92,spotify:track:0PB0O24JqAuNdOAFVJljMS,"['5XJDexmWFLWOkjOEjOVX3e', '4q3ewBCX7sLwd24euuV69X']","['Eladio Carrion', 'Bad Bunny']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,6BGN5CVd7koJApotl5Bj8u,3MEN2 KBRN,"Coco Chanel, by : Eladio Carrion, Bad Bunny",0.0427,0.683,160325,0.764,0.0,2,0.0963,-5.995,1,0.0441,149.949,0.137,-0.17927543655248598,-0.23698950705420485,-0.5527734169788098,1.6868685634377767,-0.4220494704964738,-0.08539143517792291,-0.9641578734973022,-0.07741502552443846,6
18,65FftemJ1DbbZ45DUfHJXE,OMG,92,spotify:track:65FftemJ1DbbZ45DUfHJXE,['6HvZYsbFfjnjFrWF950C9d'],['NewJeans'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,45ozep8uHHnj5CCittuyXj,NewJeans 'OMG',"OMG, by : NewJeans",0.357,0.804,212253,0.771,3.07e-06,9,0.108,-4.067,0,0.0433,126.956,0.739,-1.2924975554632985,0.8756699629960986,-0.35513601374247217,-0.9335580155646841,-0.532248588211744,-1.887525855570876,0.6399404164696063,-0.44991215382672195,4
19,5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),92,spotify:track:5eTaQYBE1yrActixMAeLcZ,"['7CajNmpbOovFoOoasH2HaY', '0X2BH1fck6amBIoJhDVmmJ']","['Calvin Harris', 'Ellie Goulding']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,22UyygZceCIfoE0RhENgKx,Miracle (with Ellie Goulding),"Miracle (with Ellie Goulding), by : Calvin Harris, Ellie Goulding",0.0378,0.636,186496,0.869,0.0446,9,0.0808,-5.289,1,0.0412,143.011,0.306,-0.8573382967167428,-0.4689184894649093,0.17038490985720386,1.2579046978175648,-0.8431763565731195,-1.459396651428448,-0.3294374714667283,0.8175882391788589,6
20,3qQbCzHBycnDpGskqOWY0E,Ella Baila Sola,92,spotify:track:3qQbCzHBycnDpGskqOWY0E,"['0XeEobZplHxzM9QzFQWLiR', '12GqGscKJx3aE4t07u7eVZ']","['Eslabon Armado', 'Peso Pluma']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,5aDEezKnOqyQo0qvTFhpkM,DESVELADO,"Ella Baila Sola, by : Eslabon Armado, Peso Pluma",0.483,0.668,165671,0.758,1.89e-05,5,0.0837,-5.176,0,0.0332,147.989,0.834,-0.813025330060464,1.177750563429243,-0.6975935478142207,0.08739385896501906,-0.38066670296863747,-1.485272584408552,0.744253952432335,-1.8798668964769252,4
21,3kf0WdFOalKWBkCCLJo4mA,El Gordo Trae El Mando,92,spotify:track:3kf0WdFOalKWBkCCLJo4mA,['2rmkQLzj0k4nZdQehOUByO'],['Chino Pacas'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,0DqHNI5QhosQmpQ5Ojzqe6,El Gordo Trae El Mando,"El Gordo Trae El Mando, by : Chino Pacas",0.179,0.736,112087,0.8,0.0,7,0.0498,-5.38,0,0.0525,140.253,0.961,-1.830743045612798,1.973405019009482,-0.5481769353962145,-0.008311663004406278,-0.5579351046287169,-1.7385736756276606,0.09201813834731404,-1.5684255806151852,4
22,3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,91,spotify:track:3BKD1PwArikchz2Zrlp1qi,"['1Cs0zKBU1kc0i8ypK3B9ai', '1zNqDE7qDGCsyzJwohVaoX', '6AMd49uBDJfhf30Ak2QR5s']","['David Guetta', 'Anne-Marie', 'Coi Leray']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,327tc3Eruk1HP1w62iqROy,Baby Don't Hurt Me,"Baby Don't Hurt Me, by : David Guetta, Anne-Marie, Coi Leray",0.00126,0.602,140018,0.91,0.000174,7,0.12,-3.404,1,0.0308,127.944,0.228,-1.3892795168741334,-0.5015239777506776,0.15651600884256522,1.1522760927143016,-1.3756724426608957,-0.5869974758709919,-0.7966428807560172,0.3381875547945793,4
23,7txjUEY6McJDJKqIo1Rxjp,Acróstico,91,spotify:track:7txjUEY6McJDJKqIo1Rxjp,['0EmeFodog0BfCgMzAIvKQp'],['Shakira'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,4ZQmQzeicvUGkLxFTI2Dvd,Acróstico,"Acróstico, by : Shakira",0.837,0.748,170786,0.478,0.0,11,0.099,-8.886,1,0.121,143.866,0.353,2.1957361523091192,1.5138718668310336,-0.08086387010014398,0.16047253551587704,-0.623922469616999,-1.835426933249723,-0.10414641152858642,0.5157093362291411,3
24,51FvjPEGKq2zByeeEQ43V9,El Merengue,91,spotify:track:51FvjPEGKq2zByeeEQ43V9,"['64KEffDW9EtZ1y2vBYgq8T', '0tmwSHipWxN12fsoLcFU3B']","['Marshmello', 'Manuel Turizo']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,6sU751LOdNBPvVErW1GunP,El Merengue,"El Merengue, by : Marshmello, Manuel Turizo",0.0313,0.775,189357,0.677,0.00517,8,0.112,-4.703,0,0.0442,124.011,0.698,-1.3327261856278878,0.7541054451458771,-0.21786625002600898,-0.6709114705850049,-0.4742571228675582,-1.5651489834053447,-0.1368388331855295,-0.42143889976361626,4
25,6TBzRwnX2oYd8aOrOuyK1p,Fin de Semana,91,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"['3l9G1G9MxH6DaRhwLklaf5', '7Gi6gjaWy3DxyilpF1a8Is']","['Oscar Maydon', 'Junior H']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,366AAoKCXunrJSqKqZuafy,Fin de Semana,"Fin de Semana, by : Oscar Maydon, Junior H",0.0628,0.699,224921,0.541,0.0,0,0.0916,-4.943,1,0.0826,98.395,0.365,0.35017734605369516,-0.11606303692815223,-1.5532070147564707,0.35254897150253,-0.8141501229261064,0.6578498181968484,-0.20191167037226898,0.5518479841099205,6
26,4JdSXF2p71cr8uCY3UiJM0,Frágil,91,spotify:track:4JdSXF2p71cr8uCY3UiJM0,"['51ZSh80McCt7vbqHouzW0A', '6XkjpgcEsYab502Vr1bBeW']","['Yahritza Y Su Esencia', 'Grupo Frontera']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,6iZUwDpa27jeAvKxs8UYI2,Frágil,"Frágil, by : Yahritza Y Su Esencia, Grupo Frontera",0.365,0.605,160518,0.726,0.0,6,0.112,-4.515,1,0.0309,149.918,0.393,-0.15849352640526987,0.054022720747092245,-0.4325726706794736,1.291639822601769,-0.9823188624227189,-0.9369570691178817,-0.09771747755511703,-0.29366349549291715,4
27,5mHdCZtVyb4DcJw8799hZp,Escapism.,91,spotify:track:5mHdCZtVyb4DcJw8799hZp,"['5KKpBU5eC2tJDzf0wmlRp2', '12Zk1DFhCbHY6v3xep2ZjI']","['RAYE', '070 Shake']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,3U8n8LzBx2o9gYXvvNq4uH,My 21st Century Blues,"Escapism., by : RAYE, 070 Shake",0.138,0.538,272373,0.742,4.67e-05,2,0.0934,-5.355,1,0.114,96.107,0.25,0.40007645632917677,-1.2850766042490176,-0.9686326789357182,0.48774633396656497,-0.8489350198206072,0.4175005571760952,0.0027775570655781123,0.9167743524917435,6
28,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,91,spotify:track:7MVIfkyzuUmQ716j8U7yGR,"['5szJHKg5xeUlQ9pTqzdpic', '19HM5j0ULGSmEoRcrSe5x3']","['Taiu', 'Milo j']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,26wRfIX4WqKLKHll9O3KnF,Rara Vez,"Rara Vez, by : Taiu, Milo j",0.176,0.838,128677,0.708,0.0,5,0.343,-4.668,0,0.166,119.984,0.96,-1.8497614114629015,2.628510574909648,0.43432771420616645,-0.5219003205364178,-0.7607842596737606,0.16506618035149984,-0.14753125653276702,-1.18502892047417,4
29,5RcxRGvmYai7kpFSfxe5GY,Chanel,91,spotify:track:5RcxRGvmYai7kpFSfxe5GY,"['4obzFoKoKRHIphyHzJ35G3', '12GqGscKJx3aE4t07u7eVZ']","['Becky G', 'Peso Pluma']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,4cd4QB02mwPtiTOJBzQmWo,Chanel,"Chanel, by : Becky G, Peso Pluma",0.397,0.852,201993,0.675,0.00317,2,0.0905,-5.738,1,0.0363,132.005,0.528,0.007662364866895463,0.9444762655681144,-1.6097656395982167,0.5719379513262703,-0.6616098633966284,-0.2766451704673231,0.533615841210973,0.02627483395747479,4
30,4DHcnVTT87F0zZhRPYmZ3B,Flowers,91,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,['5YGY8feqx7naU7z4HrwZM6'],['Miley Cyrus'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,0HiZ8fNXwJOQcrf5iflrdz,Endless Summer Vacation,"Flowers, by : Miley Cyrus",0.0632,0.707,200455,0.681,5.15e-06,0,0.0322,-4.325,1,0.0668,117.999,0.646,-0.7287358030564459,0.44383670092136573,-2.0377156270363104,0.8733220537250787,-0.7402290926707462,0.14156646345667495,0.23235513911740055,-0.0031760742009818432,4
31,7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,91,spotify:track:7aRCf5cLOFN1U7kvtChY1G,['3TVXtAsR1Inumwj472S9r4'],['Drake'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,67WUCOjyl44d8fAFzHONjW,Search & Rescue,"Search & Rescue, by : Drake",0.0603,0.817,272113,0.44,1.42e-06,10,0.33,-8.482,0,0.0734,142.024,0.544,0.4451687341091088,0.19119394424708205,0.8817681996290853,-0.8111413160709614,-0.04181064256269873,-1.4910356997115937,-0.6266480982254874,0.19371848241752934,2
32,6otePxalBK8AVa20xhZYVQ,MIENTRAS ME CURO DEL CORA,90,spotify:track:6otePxalBK8AVa20xhZYVQ,['790FomKkXshlbRYZFtlgla'],['KAROL G'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,4kS7bSuU0Jm9LYMosFU2x5,MAÑANA SERÁ BONITO,"MIENTRAS ME CURO DEL CORA, by : KAROL G",0.855,0.523,164387,0.477,0.0,0,0.146,-6.786,1,0.392,79.921,0.57,2.187548250711004,2.3366628155844347,-0.9069130949694689,0.10925839171248444,-0.6342178700699419,1.704234513168297,0.15477375412970115,0.03877746908931465,3
33,5w40ZYhbBMAlHYNDaVJIUu,Chemical,90,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,['246dkjvS1zLTtiykXe5h60'],['Post Malone'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,7qcSUc5Af63mhfTF60KTEA,Chemical,"Chemical, by : Post Malone",0.00136,0.498,184013,0.897,0.0,2,0.118,-4.907,1,0.045,169.902,0.373,-0.9871374882196658,-0.946139932102454,-0.533483961873949,2.490481760924869,-0.4309382869122923,-0.29829291862100904,-0.49165837184730365,-0.6163700167367743,6
34,59uQI0PADDKeE6UZDTJEe8,Last Night,90,spotify:track:59uQI0PADDKeE6UZDTJEe8,['4oUHIQIBe0LHzYfvXNW4QM'],['Morgan Wallen'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,7fOmdhRrRohTzToL617xkk,3 Songs At A Time Sampler,"Last Night, by : Morgan Wallen",0.459,0.517,163855,0.675,0.0,6,0.151,-5.382,1,0.0357,203.853,0.518,0.14511174214699196,0.015671723588185138,-0.2772948828236983,2.5149424189755196,-0.30977516092216995,-1.4975994106299024,-0.08831977502156693,-1.1362460779749415,6
35,4bjN59DRXFRxBE1g5ne6B1,Haegeum,90,spotify:track:4bjN59DRXFRxBE1g5ne6B1,['5RmQ8k4l3HZ8JoPb4mNsML'],['Agust D'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,446ROKmKfpEwkbi2SjELVX,D-DAY,"Haegeum, by : Agust D",0.313,0.697,168927,0.837,0.0,7,0.471,-2.651,1,0.304,85.097,0.831,-1.7439673367333104,1.9527589284673617,0.948342174042352,-0.1176459207377179,-1.9057048306405167,1.4561273433054478,0.045605063355701,0.8761393891238343,4
36,7ovUcF5uHTBRzUpB6ZOmvt,アイドル,90,spotify:track:7ovUcF5uHTBRzUpB6ZOmvt,['64tJ2EAv1R6UaZqc4iOCyj'],['YOASOBI'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,7yMkS4NCpG0FH6NoaH3F0a,アイドル,"アイドル, by : YOASOBI",0.112,0.574,213234,0.935,1.07e-06,1,0.367,-2.783,1,0.0926,166.008,0.836,-2.172061158720125,-0.055890665671866124,-0.3097546318459346,2.2210370789890703,-0.9503665661930555,0.7005405770827406,0.503528673390035,-0.8894526030231154,4
37,4FAKtPVycI4DxoOHC01YqD,Yandel 150,90,spotify:track:4FAKtPVycI4DxoOHC01YqD,"['0eHQ9o50hj6ZDNBt6Ys1sD', '2LRoIwlKmHjgvigdNGBHNo']","['Yandel', 'Feid']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,5xefnzEqKIWnmTWYFzekGZ,Resistencia,"Yandel 150, by : Yandel, Feid",0.0492,0.783,216148,0.729,0.000272,6,0.1,-3.549,0,0.0691,167.968,0.58,-1.5745973768676875,0.2829270848107035,-0.42303257597066474,0.3359412522030666,0.5565491529596527,-1.6574950659120669,-0.24851289080136216,-0.6445767756194096,4
38,6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),90,spotify:track:6HgWWaMu31KdOpEG5l28BG,"['3hcs9uc56yIGFCSy9leWe7', '6l3HvQ5sa6mXTsMTB19rO5']","['Lil Durk', 'J. Cole']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,0lZQagJ5r0crB35zphSD4A,All My Life (feat. J. Cole),"All My Life (feat. J. Cole), by : Lil Durk, J. Cole",0.15,0.829,223204,0.436,0.0,3,0.0954,-8.205,1,0.327,143.031,0.693,0.7272032412372725,2.137522374146445,-1.3665137449203155,0.8664240623540445,0.7768841371824209,-0.05629533771547246,-0.7807139850720051,1.1038660841306578,2
39,3Gs7mVfWKl567mjozgxmXv,Niña Bonita,89,spotify:track:3Gs7mVfWKl567mjozgxmXv,"['2LRoIwlKmHjgvigdNGBHNo', '3Isy6kedDrgPYoTS1dazA9']","['Feid', 'Sean Paul']",https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,3bVdhbdl1XxW7u7A0TffBB,Niña Bonita,"Niña Bonita, by : Feid, Sean Paul",0.104,0.823,187653,0.615,0.0,7,0.104,-4.19,1,0.147,90.952,0.47,-0.5196871126236342,1.02667161472705,-0.7582004017439089,-0.4115677883730441,-1.0751983398689355,-0.2760724206544126,-0.4285210733442873,1.493797748939505,4
40,2i2gDpKKWjvnRTOZRhaPh2,Moonlight,89,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,['1U1el3k54VvEUzo3ybLPlM'],['Kali Uchis'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,1y8Yw0NDcP2qxbZufIXt7u,Moonlight,"Moonlight, by : Kali Uchis",0.511,0.639,187558,0.723,0.0,7,0.167,-6.462,0,0.0532,136.872,0.878,-0.3992951891859318,1.0762492769691936,-0.14762476064605906,-0.3175906664021043,-0.6395365677295449,-1.4336701934803773,0.7812946536638841,-1.559384880157638,4
41,1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,89,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,['718COspgdWOnwOFpJHRZHS'],['Luke Combs'],https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,5Uly85dJHHDfHQCsyUQ8gw,Gettin' Old,"Fast Car, by : Luke Combs",0.186,0.712,265493,0.603,0.0,8,0.115,-5.52,1,0.0262,97.994,0.67,-0.0482780502282867,-0.1863644992514093,-1.117107819489898,-0.42357723875311404,-1.4567723829295733,-1.0671418749680224,0.6063804598692893,1.1628505211584468,4
